Table S7: Differential analysis of somatic copy number and gene expression,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo_Symbol,Ensembl ID,RefSeq ID,Chromomosme,Strand,Start,End,Cytoband,CRPC-Adeno mean expression,CRPC-NE mean expression,VALID,# CRPC-NE neutral,# CRPC-NE deleted,# CRPC-NE amplified,# CRPC-Adeno neutral,# CRPC-Adeno deleted,# CRPC-Adeno amplified,P-val expression,P-val deletion,P-val amplification,FDR expression,FDR deletion,FDR amplification,% CRPC-NE deletion,% CRPC-Adeno deletion,% CRPC-NE amplification,% CRPC-Adeno amplification,Is cancer gene
BSPH1,ENSG00000188334.3,NM_001128326.2,19,R,48471302,48495427,q13.33,0.005035624,0.063597398,FALSE,27,2,12,35,5,13,0.296307633,0.615955633,0.887653481,0.444695168,0.903431893,1,0.046511628,0.094339623,0.279069767,0.245283019,FALSE
BTBD16,ENSG00000138152.7,NM_144587.2,10,F,124030820,124097677,q26.13,0.269992775,0.261633564,FALSE,24,10,9,31,9,13,0.739489651,0.610220318,0.862692418,0.83093779,0.903431893,1,0.23255814,0.169811321,0.209302326,0.245283019,FALSE
C10orf12,ENSG00000155640.5,NM_015652.2,10,F,98741040,98745582,q24.1,1.619855389,1.28942817,TRUE,26,10,7,29,9,15,0.191599126,0.610220318,0.250310908,0.328517309,0.903431893,1,0.23255814,0.169811321,0.162790698,0.283018868,FALSE
C10orf131,ENSG00000173088.8,NM_001130446.2,10,F,97667359,97698480,q24.1,0.36785036,0.288362014,FALSE,26,10,7,31,9,13,0.054212708,0.610220318,0.461120071,0.134258128,0.903431893,1,0.23255814,0.169811321,0.162790698,0.245283019,FALSE
C17orf100,ENSG00000212734.4,NM_001105520.1,17,F,6554970,6556791,p13.1,0.943026123,1.579269759,TRUE,26,10,7,32,9,12,0.000797771,0.610220318,0.602721566,0.007444426,0.903431893,1,0.23255814,0.169811321,0.162790698,0.226415094,FALSE
C19orf54,ENSG00000188493.10,,19,R,41246760,41257458,q13.2,1.776388611,2.598381008,TRUE,28,2,13,36,5,12,0.003281493,0.615955633,0.542564409,0.019252843,0.903431893,1,0.046511628,0.094339623,0.302325581,0.226415094,FALSE
C19orf68,ENSG00000185453.8,,19,F,48673948,48700877,q13.33,0.892886844,1.340490749,TRUE,29,2,12,33,5,15,0.009695328,0.615955633,1,0.040579192,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
C19orf69,ENSG00000204978.2,NM_001130514.1,19,F,41949062,41950670,q13.2,0.072250764,0.05110907,FALSE,24,2,16,37,5,11,0.788599673,0.615955633,0.119967913,0.86537205,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
C1QBP,ENSG00000108561.4,NM_001212.3,17,R,5336096,5352150,p13.2,4.044140815,3.564502014,TRUE,24,10,9,30,9,14,0.023568605,0.610220318,0.69973255,0.075002485,0.903431893,1,0.23255814,0.169811321,0.209302326,0.264150943,FALSE
C1R,ENSG00000159403.11,,12,R,7187512,7245203,p13.31,3.400531026,3.359948564,TRUE,25,10,8,25,9,19,0.644490673,0.610220318,0.100901337,0.761896492,0.903431893,1,0.23255814,0.169811321,0.186046512,0.358490566,FALSE
C1RL,ENSG00000139178.6,NM_016546.2,12,R,7242182,7261869,p13.31,3.240290833,3.16985598,TRUE,25,10,8,24,9,20,0.292735524,0.610220318,0.068001766,0.443461689,0.903431893,1,0.23255814,0.169811321,0.186046512,0.377358491,FALSE
C1S,ENSG00000182326.10,NM_201442.2,12,F,7096350,7178336,p13.31,3.179047026,3.171165611,TRUE,25,10,8,25,9,19,0.755755414,0.610220318,0.100901337,0.842399429,0.903431893,1,0.23255814,0.169811321,0.186046512,0.358490566,FALSE
C3AR1,ENSG00000171860.4,NM_004054.2,12,R,8210897,8219067,p13.31,1.852433017,1.171117613,TRUE,24,10,9,26,9,18,0.005953263,0.610220318,0.236408022,0.02890348,0.903431893,1,0.23255814,0.169811321,0.209302326,0.339622642,FALSE
C5AR1,ENSG00000197405.3,NM_001736.3,19,F,47793279,47825323,q13.32,2.524208541,1.310781326,TRUE,28,2,13,37,5,11,0.003281493,0.615955633,0.406838308,0.019252843,0.903431893,1,0.046511628,0.094339623,0.302325581,0.20754717,FALSE
C5AR2,ENSG00000134830.3,,19,F,47835403,47846606,q13.32,1.054041588,0.312033377,TRUE,28,2,13,37,5,11,0.013488491,0.615955633,0.406838308,0.050790723,0.903431893,1,0.046511628,0.094339623,0.302325581,0.20754717,FALSE
CABP5,ENSG00000105507.2,NM_019855.4,19,R,48533209,48547310,q13.33,0.125735516,0.023076493,FALSE,28,2,13,34,5,14,0.613957575,0.615955633,0.852877837,0.73711325,0.903431893,1,0.046511628,0.094339623,0.302325581,0.264150943,FALSE
CALCRL,ENSG00000064989.8,NM_005795.4,2,R,188207855,188313187,q32.1,1.629919964,1.301794436,TRUE,29,2,12,29,5,19,0.214859428,0.615955633,0.543118769,0.355737064,0.903431893,1,0.046511628,0.094339623,0.279069767,0.358490566,FALSE
CALHM1,ENSG00000185933.6,NM_001001412.3,10,R,105213143,105218645,q24.33,0.062613517,0.157378971,FALSE,25,10,8,30,9,14,0.063165376,0.610220318,0.50843841,0.149837627,0.903431893,1,0.23255814,0.169811321,0.186046512,0.264150943,FALSE
CALHM2,ENSG00000138172.6,NM_015916.4,10,R,105206542,105212660,q24.33,1.708985535,1.607410225,TRUE,25,10,8,30,9,14,0.862220078,0.610220318,0.50843841,0.915841089,0.903431893,1,0.23255814,0.169811321,0.186046512,0.264150943,FALSE
CALHM3,ENSG00000183128.7,NM_001129742.1,10,R,105232560,105238997,q24.33,0.0313586,0.03340279,FALSE,25,10,8,29,9,14,0.92312051,0.610220318,0.50843841,0.954213829,0.903431893,1,0.23255814,0.169811321,0.186046512,0.264150943,FALSE
CALM3,ENSG00000160014.12,NM_005184.2,19,F,47104330,47114050,q13.32,5.246244683,5.910854196,TRUE,28,2,13,36,5,12,0.051468914,0.615955633,0.542564409,0.129451292,0.903431893,1,0.046511628,0.094339623,0.302325581,0.226415094,FALSE
CARD8,ENSG00000105483.12,,19,R,48684026,48759203,q13.33,2.077186692,2.291891531,TRUE,29,2,12,33,5,15,0.772127663,0.615955633,1,0.853845928,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
CARF,ENSG00000138380.13,,2,F,203776936,203851786,q33.2,1.049852312,1.104861277,TRUE,29,2,12,28,5,20,0.659984119,0.615955633,0.424755054,0.772532626,0.903431893,1,0.046511628,0.094339623,0.279069767,0.377358491,FALSE
CC2D2B,ENSG00000188649.7,NM_001001732.3,10,F,97733785,97792441,q24.1,0.298020102,0.220245407,FALSE,26,10,7,30,9,14,0.009695328,0.610220318,0.343945124,0.040579192,0.903431893,1,0.23255814,0.169811321,0.162790698,0.264150943,FALSE
CCDC114,ENSG00000105479.11,NM_144577.3,19,R,48799713,48825151,q13.33,0.538091915,0.857299712,TRUE,29,2,12,33,5,15,0.054212708,0.615955633,1,0.134258128,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
CCDC147,ENSG00000120051.10,,10,F,106113521,106214848,q25.1,0.206706606,0.20905341,FALSE,26,10,7,28,9,16,0.447687488,0.610220318,0.17785759,0.595383367,0.903431893,1,0.23255814,0.169811321,0.162790698,0.301886792,FALSE
CCDC151,ENSG00000198003.7,NM_145045.4,19,R,11531271,11546603,p13.2,0.606170237,1.686937351,TRUE,26,2,15,30,5,18,0.000344475,0.615955633,1,0.00432914,0.903431893,1,0.046511628,0.094339623,0.348837209,0.339622642,FALSE
CCDC159,ENSG00000183401.7,NM_001080503.2,19,F,11455359,11465620,p13.2,3.133797438,3.247484282,TRUE,26,2,15,30,5,18,0.498611132,0.615955633,1,0.640715472,0.903431893,1,0.046511628,0.094339623,0.348837209,0.339622642,FALSE
CCDC97,ENSG00000142039.3,NM_052848.1,19,F,41816093,41830788,q13.2,2.44573813,2.599058294,TRUE,27,2,14,37,5,11,0.498611132,0.615955633,0.281656596,0.640715472,0.903431893,1,0.046511628,0.094339623,0.325581395,0.20754717,FALSE
CCNJ,ENSG00000107443.11,NM_001134375.1,10,F,97803150,97820627,q24.1,1.411331365,1.491441308,TRUE,26,10,7,29,9,15,0.772127663,0.610220318,0.250310908,0.853845928,0.903431893,1,0.23255814,0.169811321,0.162790698,0.283018868,FALSE
CEACAM21,ENSG00000007129.13,NM_001098506.1,19,F,42055885,42093197,q13.2,0.722089009,0.371899416,TRUE,23,2,18,37,5,11,0.296307633,0.615955633,0.043788122,0.444695168,0.903431893,1,0.046511628,0.094339623,0.418604651,0.20754717,FALSE
CEACAM3,ENSG00000170956.12,,19,F,42300368,42315591,q13.2,0.787805953,0.096659155,TRUE,25,2,16,37,5,11,0.101891055,0.615955633,0.119967913,0.209882116,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
CEACAM4,ENSG00000105352.6,NM_001817.2,19,R,42125343,42133442,q13.2,0.924858651,0.508450389,TRUE,23,2,18,37,5,11,0.306461486,0.615955633,0.043788122,0.454591307,0.903431893,1,0.046511628,0.094339623,0.418604651,0.20754717,FALSE
CEACAM5,ENSG00000105388.10,NM_004363.2,19,F,42212503,42233718,q13.2,1.055477222,4.728288136,TRUE,25,2,16,37,5,11,0.019666944,0.615955633,0.119967913,0.066371574,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
CEACAM6,ENSG00000086548.8,NM_002483.4,19,F,42254884,42276113,q13.2,2.021746905,1.421432503,TRUE,25,2,16,37,5,11,0.395668378,0.615955633,0.119967913,0.544863735,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
CEACAM7,ENSG00000007306.10,NM_006890.3,19,R,42177234,42210895,q13.2,0.110930815,0.272331223,FALSE,25,2,16,37,5,11,0.015330099,0.615955633,0.119967913,0.055622768,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
CNN1,ENSG00000130176.3,NM_001299.4,19,F,11649531,11661138,p13.2,1.53176948,1.002910228,TRUE,24,2,17,30,5,18,0.872211826,0.615955633,0.725658378,0.919677163,0.903431893,1,0.046511628,0.094339623,0.395348837,0.339622642,FALSE
COL3A1,ENSG00000168542.8,NM_000090.3,2,F,189839045,189877472,q32.2,5.885910898,5.499497394,TRUE,29,2,12,30,5,18,0.633177573,0.615955633,0.678054262,0.754050803,0.903431893,1,0.046511628,0.094339623,0.279069767,0.339622642,FALSE
CRX,ENSG00000105392.11,NM_000554.4,19,F,48322702,48346587,q13.33,0.019546577,0.021669368,FALSE,28,2,13,35,5,13,0.675621368,0.615955633,0.693215545,0.784370479,0.903431893,1,0.046511628,0.094339623,0.302325581,0.245283019,FALSE
CYP20A1,ENSG00000119004.10,NM_177538.2,2,F,204103662,204163009,q33.2,1.962308891,1.946991067,TRUE,29,2,12,28,5,20,0.675621368,0.615955633,0.424755054,0.784370479,0.903431893,1,0.046511628,0.094339623,0.279069767,0.377358491,FALSE
CYP2A13,ENSG00000197838.4,NM_000766.4,19,F,41594376,41602100,q13.2,0.007444454,0.143884193,FALSE,27,2,14,37,5,11,0.349300153,0.615955633,0.281656596,0.498771783,0.903431893,1,0.046511628,0.094339623,0.325581395,0.20754717,FALSE
CYP2B6,ENSG00000197408.4,NM_000767.4,19,F,41497203,41524303,q13.2,0.054636995,0.636408938,TRUE,27,2,14,37,5,11,0.296307633,0.615955633,0.281656596,0.444695168,0.903431893,1,0.046511628,0.094339623,0.325581395,0.20754717,FALSE
CYP2F1,ENSG00000197446.4,NM_000774.3,19,F,41620336,41634271,q13.2,0.084520203,0.061568138,FALSE,27,2,14,37,5,11,0.092948796,0.615955633,0.281656596,0.197051448,0.903431893,1,0.046511628,0.094339623,0.325581395,0.20754717,FALSE
CYP2S1,ENSG00000167600.9,NM_030622.6,19,F,41698953,41713444,q13.2,0.449499014,0.288072515,FALSE,29,2,12,37,5,11,0.150613773,0.615955633,0.564603113,0.277552374,0.903431893,1,0.046511628,0.094339623,0.279069767,0.20754717,FALSE
DACT3,ENSG00000197380.6,,19,R,47150868,47164395,q13.32,0.502704211,0.480431743,TRUE,28,2,13,36,5,12,0.257912835,0.615955633,0.542564409,0.404226318,0.903431893,1,0.046511628,0.094339623,0.302325581,0.226415094,FALSE
DERL2,ENSG00000072849.6,NM_016041.3,17,R,5374570,5390131,p13.2,2.075835624,2.402068287,TRUE,25,10,8,30,9,14,0.115768392,0.610220318,0.50843841,0.231052146,0.903431893,1,0.23255814,0.169811321,0.186046512,0.264150943,FALSE
DHX33,ENSG00000005100.8,NM_001199699.1,17,R,5344231,5372380,p13.2,1.97692695,2.010420307,TRUE,25,10,8,30,9,14,0.659984119,0.610220318,0.50843841,0.772532626,0.903431893,1,0.23255814,0.169811321,0.186046512,0.264150943,FALSE
DIRC1,ENSG00000174325.4,NM_052952.2,2,R,189598881,189654831,q32.2,0.052450946,0.017766817,FALSE,29,2,12,31,5,17,0.084633301,0.615955633,0.826775391,0.183889211,0.903431893,1,0.046511628,0.094339623,0.279069767,0.320754717,FALSE
DMRTC2,ENSG00000142025.11,NM_001040283.1,19,F,42348805,42356401,q13.2,0.04280916,0.020473741,FALSE,25,2,16,37,5,11,0.043910492,0.615955633,0.119967913,0.116136353,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
DNTT,ENSG00000107447.4,,10,F,98064084,98098321,q24.1,0.32835983,0.019302317,TRUE,26,10,7,29,9,15,0.974338949,0.610220318,0.250310908,0.985631728,0.903431893,1,0.23255814,0.169811321,0.162790698,0.283018868,FALSE
DUSP22,ENSG00000112679.10,NM_020185.3,6,F,291629,351355,p25.3,2.74946691,2.801773511,TRUE,28,2,13,33,5,15,0.584064939,0.615955633,1,0.712463366,0.903431893,1,0.046511628,0.094339623,0.302325581,0.283018868,FALSE
ECSIT,ENSG00000130159.9,NM_001142464.2,19,R,11616730,11639989,p13.2,3.044269148,3.824523739,TRUE,24,2,17,30,5,18,0.016329081,0.615955633,0.725658378,0.058214995,0.903431893,1,0.046511628,0.094339623,0.395348837,0.339622642,FALSE
EHD2,ENSG00000024422.7,NM_014601.3,19,F,48216599,48246391,q13.33,2.275020941,1.990574241,TRUE,28,2,13,35,5,13,0.536398971,0.615955633,0.693215545,0.676423312,0.903431893,1,0.046511628,0.094339623,0.302325581,0.245283019,FALSE
EIF3K,ENSG00000178982.5,NM_013234.2,19,F,39109734,39127595,q13.2,4.084949918,4.619495268,TRUE,26,2,15,35,5,13,0.022098259,0.615955633,0.376547248,0.07208533,0.903431893,1,0.046511628,0.094339623,0.348837209,0.245283019,FALSE
ELAVL3,ENSG00000196361.5,NM_001420.3,19,R,11562140,11591861,p13.2,0.203293429,2.615278856,TRUE,26,2,15,30,5,18,3.62E-05,0.615955633,1,0.001023894,0.903431893,1,0.046511628,0.094339623,0.348837209,0.339622642,FALSE
ELOF1,ENSG00000130165.6,NM_032377.3,19,R,11661961,11670051,p13.2,2.41497759,2.972383499,TRUE,24,2,17,30,5,18,0.057074391,0.615955633,0.725658378,0.139332106,0.903431893,1,0.046511628,0.094339623,0.395348837,0.339622642,FALSE
ELSPBP1,ENSG00000169393.4,NM_022142.4,19,F,48497907,48528410,q13.33,0.035709539,0.044764325,FALSE,28,2,13,34,5,14,0.240039178,0.615955633,0.852877837,0.385257312,0.903431893,1,0.046511628,0.094339623,0.302325581,0.264150943,FALSE
EMG1,ENSG00000126749.10,NM_006331.7,12,F,7072407,7105520,p13.31,3.037136326,2.552602374,TRUE,25,10,8,23,9,21,0.019666944,0.610220318,0.044770849,0.066371574,0.903431893,1,0.23255814,0.169811321,0.186046512,0.396226415,FALSE
EMP3,ENSG00000142227.6,NM_001425.2,19,F,48824765,48833810,q13.33,2.329803763,1.993669284,TRUE,29,2,12,33,5,15,0.872211826,0.615955633,1,0.919677163,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
ENTPD1,ENSG00000138185.12,NM_001164179.1,10,F,97471535,97637023,q24.1,1.919490853,1.45720672,TRUE,26,10,7,31,9,13,0.011840572,0.610220318,0.461120071,0.046260896,0.903431893,1,0.23255814,0.169811321,0.162790698,0.245283019,FALSE
EPOR,ENSG00000187266.9,NM_000121.3,19,R,11488235,11495018,p13.2,2.159421362,3.732321016,TRUE,26,2,15,30,5,18,0.005538723,0.615955633,1,0.027494203,0.903431893,1,0.046511628,0.094339623,0.348837209,0.339622642,FALSE
EVX2,ENSG00000174279.4,NM_001080458.1,2,R,176942199,176948641,q31.1,0.05692197,0.139288254,FALSE,29,2,12,30,5,18,0.057074391,0.615955633,0.678054262,0.139332106,0.903431893,1,0.046511628,0.094339623,0.279069767,0.339622642,FALSE
EXOSC5,ENSG00000077348.4,NM_020158.3,19,R,41892278,41903384,q13.2,2.298231146,2.420238183,TRUE,25,2,16,37,5,11,0.629146677,0.615955633,0.119967913,0.749438041,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
FAM117B,ENSG00000138439.10,NM_173511.3,2,F,203499900,203634480,q33.2,2.299499335,1.931991271,TRUE,30,2,11,28,5,20,0.339821318,0.615955633,0.295083201,0.489609285,0.903431893,1,0.046511628,0.094339623,0.255813953,0.377358491,FALSE
FAM160B1,ENSG00000151553.10,,10,F,116581502,116659591,q25.3,2.500878601,1.918161622,TRUE,27,10,6,30,9,14,0.000729105,0.610220318,0.214097223,0.007031261,0.903431893,1,0.23255814,0.169811321,0.139534884,0.264150943,FALSE
FAM189A1,ENSG00000104059.4,NM_015307.1,15,R,29412456,29862927,q13.1,0.664099761,0.596742693,TRUE,33,2,8,35,5,13,0.338257629,0.615955633,0.652762801,0.487651758,0.903431893,1,0.046511628,0.094339623,0.186046512,0.245283019,FALSE
FAM64A,ENSG00000129195.11,NM_001195228.1,17,F,6347734,6354789,p13.2,0.944371351,2.70641514,TRUE,26,10,7,32,9,12,1.35E-05,0.610220318,0.602721566,0.00055749,0.903431893,1,0.23255814,0.169811321,0.162790698,0.226415094,FALSE
FBN3,ENSG00000142449.8,NM_032447.3,19,R,8130285,8214730,p13.2,0.219481452,0.465070938,TRUE,24,2,17,35,5,13,0.073273701,0.615955633,0.17508079,0.166588445,0.903431893,1,0.046511628,0.094339623,0.395348837,0.245283019,FALSE
FCGBP,ENSG00000090920.9,NM_003890.2,19,R,40353962,40440533,q13.2,1.125181165,1.048091278,TRUE,22,2,19,34,5,14,0.063165376,0.615955633,0.108063663,0.149837627,0.903431893,1,0.046511628,0.094339623,0.441860465,0.264150943,FALSE
FGF21,ENSG00000105550.4,NM_019113.2,19,F,49258815,49261587,q13.33,0.047089991,0.391507063,TRUE,30,2,11,33,5,15,0.012641396,0.615955633,0.946300827,0.04851308,0.903431893,1,0.046511628,0.094339623,0.255813953,0.283018868,FALSE
FIGN,ENSG00000182263.9,NM_018086.2,2,R,164449905,164592522,q24.3,0.48597417,1.073358346,TRUE,28,2,13,32,5,16,0.018495072,0.615955633,1,0.063463612,0.903431893,1,0.046511628,0.094339623,0.302325581,0.301886792,FALSE
FKRP,ENSG00000181027.6,NM_001039885.2,19,F,47249302,47280245,q13.32,1.400057122,2.099426064,TRUE,27,2,14,36,5,12,0.006268539,0.615955633,0.391808072,0.030327304,0.903431893,1,0.046511628,0.094339623,0.325581395,0.226415094,FALSE
FOXJ2,ENSG00000065970.4,NM_018416.2,12,F,8185298,8208099,p13.31,2.084519117,1.869947749,TRUE,24,10,9,26,9,18,0.051468914,0.610220318,0.236408022,0.129451292,0.903431893,1,0.23255814,0.169811321,0.209302326,0.339622642,FALSE
FUT1,ENSG00000174951.6,NM_000148.3,19,R,49251267,49258647,q13.33,0.834160924,1.323750783,TRUE,30,2,11,33,5,15,0.006394762,0.615955633,0.946300827,0.030327304,0.903431893,1,0.046511628,0.094339623,0.255813953,0.283018868,FALSE
FUT2,ENSG00000176920.10,,19,F,49199227,49209207,q13.33,0.548087868,0.925363613,TRUE,30,2,11,33,5,15,0.018495072,0.615955633,0.946300827,0.063463612,0.903431893,1,0.046511628,0.094339623,0.255813953,0.283018868,FALSE
GALNTL5,ENSG00000106648.9,NM_145292.3,7,F,151653463,151717019,q36.1,0.0094225,0.010977134,FALSE,24,2,17,18,5,30,0.94016903,0.615955633,0.144735678,0.964916993,0.903431893,1,0.046511628,0.094339623,0.395348837,0.566037736,FALSE
GLTSCR1,ENSG00000063169.6,NM_015711.3,19,F,48111452,48206533,q13.33,1.649582219,1.833589372,TRUE,28,2,13,35,5,13,0.383748928,0.615955633,0.693215545,0.533430074,0.903431893,1,0.046511628,0.094339623,0.302325581,0.245283019,FALSE
GLTSCR2,ENSG00000105373.14,NM_015710.4,19,F,48248778,48260315,q13.33,4.025393854,4.379902229,TRUE,28,2,13,35,5,13,0.206895112,0.615955633,0.693215545,0.346104563,0.903431893,1,0.046511628,0.094339623,0.302325581,0.245283019,FALSE
GNG8,ENSG00000167414.4,NM_033258.1,19,R,47137332,47137942,q13.32,0.316500272,0.765339904,TRUE,28,2,13,36,5,12,0.011083945,0.615955633,0.542564409,0.044157081,0.903431893,1,0.046511628,0.094339623,0.302325581,0.226415094,FALSE
GRIN2D,ENSG00000105464.3,NM_000836.2,19,F,48898131,48948188,q13.33,0.296133495,0.691762096,TRUE,29,2,12,33,5,15,0.000138481,0.615955633,1,0.002399707,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
GRWD1,ENSG00000105447.8,NM_031485.3,19,F,48949029,48960279,q13.33,2.052705181,1.9609601,TRUE,29,2,12,33,5,15,0.445484701,0.615955633,1,0.592785329,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
GULP1,ENSG00000144366.11,,2,F,189156395,189460653,q32.1,1.330637111,0.810956842,TRUE,29,2,12,30,5,18,0.025006702,0.615955633,0.678054262,0.078218399,0.903431893,1,0.046511628,0.094339623,0.279069767,0.339622642,FALSE
HKR1,ENSG00000181666.13,NM_181786.2,19,F,37803738,37860267,q13.12,2.746002413,2.901755873,TRUE,27,2,14,33,5,15,0.286376221,0.615955633,0.819528544,0.43431216,0.903431893,1,0.046511628,0.094339623,0.325581395,0.283018868,FALSE
HNRNPUL1,ENSG00000105323.12,,19,F,41768400,41813503,q13.2,4.228208234,4.957427778,TRUE,29,2,12,37,5,11,0.002397334,0.615955633,0.564603113,0.015589225,0.903431893,1,0.046511628,0.094339623,0.279069767,0.20754717,FALSE
HOXD10,ENSG00000128710.5,NM_002148.3,2,F,176973517,176984670,q31.1,0.670548218,2.787676396,TRUE,29,2,12,30,5,18,0.002040492,0.615955633,0.678054262,0.013990789,0.903431893,1,0.046511628,0.094339623,0.279069767,0.339622642,FALSE
HOXD12,ENSG00000170178.5,NM_021193.3,2,F,176964457,176966408,q31.1,0.045593351,0.198694804,FALSE,29,2,12,30,5,18,0.000665812,0.615955633,0.678054262,0.006664074,0.903431893,1,0.046511628,0.094339623,0.279069767,0.339622642,FALSE
HSD17B14,ENSG00000087076.4,NM_016246.2,19,R,49316273,49339935,q13.33,1.495508578,2.148451671,TRUE,30,2,11,33,5,15,0.019666944,0.615955633,0.946300827,0.066371574,0.903431893,1,0.046511628,0.094339623,0.255813953,0.283018868,FALSE
ICA1L,ENSG00000163596.12,,2,R,203640689,203736708,q33.2,0.803902261,2.154375458,TRUE,30,2,11,28,5,20,0.000283145,0.615955633,0.295083201,0.003767409,0.903431893,1,0.046511628,0.094339623,0.255813953,0.377358491,FALSE
IGFBP2,ENSG00000115457.5,NM_000597.2,2,F,217497550,217529159,q35,3.342396736,5.528110178,TRUE,28,2,13,29,5,19,0.000100452,0.615955633,0.71674107,0.001968385,0.903431893,1,0.046511628,0.094339623,0.302325581,0.358490566,FALSE
IGFBP5,ENSG00000115461.4,NM_000599.3,2,R,217536827,217560248,q35,4.435847409,5.913767207,TRUE,28,2,13,29,5,19,0.026518155,0.615955633,0.71674107,0.081591353,0.903431893,1,0.046511628,0.094339623,0.302325581,0.358490566,FALSE
IGSF23,ENSG00000216588.4,NM_001205280.1,19,F,45116939,45140081,q13.31,0.158589421,0.406527495,TRUE,26,2,15,33,5,15,0.267179394,0.615955633,0.638019963,0.413807272,0.903431893,1,0.046511628,0.094339623,0.348837209,0.283018868,FALSE
IRGC,ENSG00000124449.6,NM_019612.3,19,F,44220161,44224173,q13.31,0.035112466,0.374208102,FALSE,27,2,14,33,5,15,0.054212708,0.615955633,0.819528544,0.134258128,0.903431893,1,0.046511628,0.094339623,0.325581395,0.283018868,FALSE
ITGB3BP,ENSG00000142856.12,NM_014288.4,1,R,63906440,64059392,p31.3,1.239347312,2.133078562,TRUE,29,2,12,34,5,14,4.53E-05,0.615955633,1,0.001188478,0.903431893,1,0.046511628,0.094339623,0.279069767,0.264150943,FALSE
ITPKC,ENSG00000086544.2,NM_025194.2,19,F,41223007,41246765,q13.2,2.742719948,2.450164285,TRUE,28,2,13,36,5,12,0.177132839,0.615955633,0.542564409,0.310512854,0.903431893,1,0.046511628,0.094339623,0.302325581,0.226415094,FALSE
IZUMO1,ENSG00000182264.4,NM_182575.2,19,R,49244108,49250166,q13.33,0.289952065,0.309496666,FALSE,30,2,11,33,5,15,0.144471537,0.615955633,0.946300827,0.269548924,0.903431893,1,0.046511628,0.094339623,0.255813953,0.283018868,FALSE
KCNJ14,ENSG00000182324.5,NM_013348.2,19,F,48958765,48969367,q13.33,0.705696595,0.723463507,TRUE,29,2,12,33,5,15,0.739489651,0.615955633,1,0.83093779,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
KDELR1,ENSG00000105438.4,NM_006801.2,19,R,48885826,48894810,q13.33,4.809873291,5.457523512,TRUE,29,2,12,33,5,15,0.018495072,0.615955633,1,0.063463612,0.903431893,1,0.046511628,0.094339623,0.279069767,0.283018868,FALSE
